"ID_Orig"	"Family"	"Merged.ID"	"Class"	"Source"	"Description"
"aac"	"P29808"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"AAA87229"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"AAD03496"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"P10051"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"AAL51021"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"P30180"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"YP_001821804"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"YP_002559372"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"AAA26549"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"Q52424"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"CAG34706"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"aac"	"YP_001848841"	"Aminoglycoside_Acetyltransferase"	"aac"	"ARDB"	"\"Aminoglycoside N-acetyltransferase, which modifies aminoglycosides by acetylation. \""
"ABCAntibioticEffluxPump"	"ABCAntibioticEffluxPump_0"	"ABC_Antibiotic_Efflux"	"ABC_Efflux_Pump"	"WUSTL"	"ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]"
"ABCAntibioticEffluxPump"	"ABCAntibioticEffluxPump_9"	"ABC_Antibiotic_Efflux"	"ABC_Efflux_Pump"	"WUSTL"	"ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]"
"ABCAntibioticEffluxPump"	"ABCAntibioticEffluxPump_10"	"ABC_Antibiotic_Efflux"	"ABC_Efflux_Pump"	"WUSTL"	"ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]"
"acr"	"YP_001178158"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_542447"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"CAL18625"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"CAC35724"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001438874"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001454231"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001337075"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_454364"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"AAQ21216"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_002932544"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001436507"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001573360"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_049275"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001438873"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_001007284"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"YP_002269113"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"BAC77251"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"CAC41008"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"acr"	"NP_414995"	"RND_Antibiotic_Efflux"	"acr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"adeA-adeI"	"adeA-adeI_1"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeA-adeI: membrane fusion protein of multidrug efflux complex [ARO:3000774;ARO:3000780]"
"adeabc"	"YP_001713704"	"RND_Antibiotic_Efflux"	"adeabc"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"adeabc"	"YP_001713702"	"RND_Antibiotic_Efflux"	"adeabc"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"adeabc"	"YP_001713703"	"RND_Antibiotic_Efflux"	"adeabc"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"adeB"	"adeB_1"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]"
"adeC-adeK-oprM"	"adeC-adeK-oprM_5"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]"
"adeC-adeK-oprM"	"adeC-adeK-oprM_0"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]"
"adeC-adeK-oprM"	"adeC-adeK-oprM_4"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]"
"adeC-adeK-oprM"	"adeC-adeK-oprM_1"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]"
"adeC-adeK-oprM"	"adeC-adeK-oprM_2"	"RND_Antibiotic_Efflux"	"RND_Efflux_Pump"	"WUSTL"	"adeC-adeK-oprM: outer membrane factor the multidrug efflux complex [ARO:3000776;ARO:3000782;ARO:3000379]"
"adeR"	"adeR_0"	"Gene_Modulating_Antibiotic_Efflux"	"Gene_Modulating_Antibiotic_Efflux"	"WUSTL"	"adeR: positive regulator of AdeABC efflux system [ARO:3000553]"
"adeS"	"adeS_1"	"Gene_Modulating_Antibiotic_Efflux"	"Gene_Modulating_Antibiotic_Efflux"	"WUSTL"	"adeS: gene modulating antibiotic efflux regulating AdeABC [ARO:3000549]"
"amr"	"YP_001764893"	"RND_Antibiotic_Efflux"	"amr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"amr"	"YP_621023"	"RND_Antibiotic_Efflux"	"amr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"amr"	"YP_001066168"	"RND_Antibiotic_Efflux"	"amr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"amr"	"YP_108402"	"RND_Antibiotic_Efflux"	"amr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"amr"	"YP_442964"	"RND_Antibiotic_Efflux"	"amr"	"ARDB"	"Resistance-nodulation-cell division transporter system. Multidrug resistance efflux pump."
"ant"	"ABO42050"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"AAA25683"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"NP_370559"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"AAA25717"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"NP_370577"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"Q07448"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"CAA28209"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"YP_001965484"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ant"	"BAA78801"	"Aminoglycoside_Nucleotidyltransferase"	"ant"	"ARDB"	"\"Aminoglycoside O-nucleotidylyltransferase, which modifies aminoglycosides by adenylylation. \""
"ANT3"	"ANT3_1"	"Aminoglycoside_Nucleotidyltransferase"	"Aminoglycoside_Nucleotidyltransferase"	"WUSTL"	"Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]"
"ANT3"	"ANT3_2"	"Aminoglycoside_Nucleotidyltransferase"	"Aminoglycoside_Nucleotidyltransferase"	"WUSTL"	"Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]"
"ANT4"	"ANT4_1"	"Aminoglycoside_Nucleotidyltransferase"	"Aminoglycoside_Nucleotidyltransferase"	"WUSTL"	"Aminoglycoside Nucleotidyltransferase (ANT4) [ARO:3000229]"
"ANT6"	"ANT6_1"	"Aminoglycoside_Nucleotidyltransferase"	"Aminoglycoside_Nucleotidyltransferase"	"WUSTL"	"Aminoglycoside Nucleotidyltransferase (ANT6) [ARO:3000225]"
"ANT6"	"ANT6_0"	"Aminoglycoside_Nucleotidyltransferase"	"Aminoglycoside_Nucleotidyltransferase"	"WUSTL"	"Aminoglycoside Nucleotidyltransferase (ANT6) [ARO:3000225]"
"aph"	"P00553"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P00555"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P09979"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P14509"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P18622"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"YP_001096379"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"YP_788128"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"YP_187539"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P14508"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P18150"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"YP_001844878"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"P09885"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"NP_478145"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"CAG34724"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"CAH94334"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"aph"	"NP_052148"	"Aminoglycoside_Phosphotransferase"	"aph"	"ARDB"	"\"Aminoglycoside O-phosphotransferase, which modifies aminoglycosides by phosphorylation.\""
"APH6"	"APH6_5"	"Aminoglycoside_Phosphotransferase"	"Aminoglycoside_Phophotransferase"	"WUSTL"	"aminoglycoside phosphotransferase (APH3) [ARO:3000151]"
"arna"	"NP_416758"	"Other_ARG"	"arna"	"ARDB"	"Bifunctional enzyme that catalyzes the oxidative decarboxylation of UDP-glucuronic acid (UDP-GlcUA) to UDP-4-keto-arabinose (UDP-Ara4O) and the addition of a formyl group to UDP-4-amino-4-deoxy-L-arabinose (UDP-L-Ara4N) to form UDP-L-4-formamido-arabinose (UDP-L-Ara4FN). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides."
"arna"	"YP_002115369"	"Other_ARG"	"arna"	"ARDB"	"Bifunctional enzyme that catalyzes the oxidative decarboxylation of UDP-glucuronic acid (UDP-GlcUA) to UDP-4-keto-arabinose (UDP-Ara4O) and the addition of a formyl group to UDP-4-amino-4-deoxy-L-arabinose (UDP-L-Ara4N) to form UDP-L-4-formamido-arabinose (UDP-L-Ara4FN). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides."
"arna"	"YP_002382086"	"Other_ARG"	"arna"	"ARDB"	"Bifunctional enzyme that catalyzes the oxidative decarboxylation of UDP-glucuronic acid (UDP-GlcUA) to UDP-4-keto-arabinose (UDP-Ara4O) and the addition of a formyl group to UDP-4-amino-4-deoxy-L-arabinose (UDP-L-Ara4N) to form UDP-L-4-formamido-arabinose (UDP-L-Ara4FN). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides."
"baca"	"YP_002421432"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001812918"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_277581"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"NP_371207"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"Q2KX31"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002800019"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_608499"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_589046"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_970399"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001140148"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"NP_390993"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002931998"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002633428"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001921729"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001252958"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002937728"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"NP_840140"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_932216"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001480516"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001487997"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001527590"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001337087"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001020242"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_981592"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001436495"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001348697"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_176746"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001089504"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001172713"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001616633"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001416709"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002315561"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"NP_931173"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_966872"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001124322"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_550152"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"NP_745006"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001896735"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001434323"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002559849"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_274443"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_878662"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_001155044"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002434803"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_002775228"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"YP_051677"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
"baca"	"NP_670827"	"Other_ARG"	"baca"	"ARDB"	"\"Undecaprenyl pyrophosphate phosphatase, which consists in the sequestration of Undecaprenyl pyrophosphate. \""
