"","HF Rep 1","TTA Rep 1","FO Rep 1","TTA+FO Rep 1","HF Rep 2","TTA Rep 2","FO Rep 2","TTA+FO Rep 2","HF Rep 3","TTA Rep 3","FO Rep 3","TTA+FO Rep 3"
"O08730",0.253379331062947,-0.0664265868912035,0.0233768222645661,0.018626097982025,0.212778258113916,0.139733935442584,-0.0936848126268002,-0.188252351429673,0.152143152086108,0.0984409183871042,-0.0389411639916508,-0.123896632660279
"O35077",-0.672102325853802,-0.0584336608936029,-0.33664703921139,0.998929701844657,0.0478594210272317,-0.0110449680231488,-0.00396476163889314,0.015027658580503,0.0136849613232103,0.0222059639579482,-0.104624624004136,-0.0654875687951024
"O35094",-0.107097506470799,0.0596833013907165,0.113351207442456,-0.836409081128301,-0.0303101028788435,0.0699814209990075,-0.253114039052633,0.0903434546334276,-0.262089972297055,0.204386359110946,-0.152169944772228,0.310601991789632
"O35115",0.206553281516254,-0.539455716512554,0.0709228274672425,-0.706599935706915,-0.0616966737971434,-0.0148767673169221,0.317818666886949,-0.185917067417274,-0.115288545023602,0.232096726318581,-0.0196529945386179,-0.0726929736722246
"O35244",-0.290229384098577,0.00601480732782642,0.110727540040067,-0.143030692743718,-0.07133826227687,0.0785740990158756,0.032327028387803,0.0394910650995363,0.237125183215259,0.223225665843679,0.0658800038789348,0.0196346985784759
"O35264",NA,NA,NA,NA,-0.0450488193617315,-0.055952006257578,0.0770964593027683,0.0755130943924215,0.119304592134851,-0.0259434643436638,0.0632032888605814,-0.189693158922189
"O35303",-0.918135347351406,0.00484265892885016,0.218441265584071,0.579591940056239,0.202278568119005,0.107203771968339,-0.25817549354413,0.00140669002747214,NA,NA,NA,NA
"O35413",-0.306285669864725,0.110237928007732,-0.358158617752059,0.665724239616524,-0.132194664861897,0.133705475441418,-0.195352960335141,-0.142347161810748,0.0041417579991494,0.0625213665130091,0.0436100708507376,-0.190560340583544
"O35567",0.0902097360999567,0.0107209585776678,-0.0717749152763821,-0.0125624451855272,-0.0846431892109722,-0.0875069589602545,0.0424685580842096,0.076559362088444,-0.00204055686621203,-0.0352222605124352,0.0255326666009502,0.0982421777390915
"O35763",0.259523181490916,0.104629735335731,-0.299302185075232,-0.369121519614062,-0.475134617326519,-0.123286564396634,0.0242394315733421,-0.123099961435019,0.215761149725797,-0.092227042493427,-0.00703072921265058,-0.134270888155871
"O35854",0.0550124114551354,-0.464310514582568,0.293219787477095,0.138581581829974,0.22503878986842,-0.290652633070675,0.183764294095141,-0.0589324363408861,0.116425532257514,-0.277809867102158,-0.0478553291949374,0.139062139343389
"O35878",-0.852152130820384,-0.0388713633798972,-0.031905612313731,0.646011176270738,0.0167459948136575,-0.0876502142705009,-0.015645309842018,-0.0781788972105169,-0.113300152629762,0.0273894581590639,0.258307956121542,-0.0193222984702975
"O35987",1.06020742600164,-0.332056533128852,-0.719891110568296,0.388289034420141,NA,NA,NA,NA,0.111716994947905,-0.0734762397281612,-0.0425177716079531,0.031460969688753
"O55171",-0.431434684779773,0.77054938349819,-0.426305043947411,1.73283046625075,-0.548054938036313,0.549095393630823,-0.586041477211095,0.646501917492074,-1.12830657023657,0.540366231350989,-0.845490182376828,0.488904295865107
"O70351",-0.168019911125001,0.950008309378777,0.578049228660253,1.48251219877264,-0.121763355174542,0.152138282879083,-0.195947779975019,0.0947562172588632,-0.218175884051048,0.314905892080733,-0.247394940578243,0.135805335683882
"O88600",0.274469409640114,-0.172847004663444,0.00423943611064281,-0.0164785830604597,0.0729122996091246,0.137680313103054,-0.0565229276058133,-0.171665596748337,0.097614620675056,-0.0808490173226869,-0.0122232368392969,-0.234865270086535
"O88761",NA,NA,NA,NA,-0.243665574212896,0.119415666519148,0.0787687432784216,0.116962724000054,0.00756102844494914,-0.016276555106329,-0.190852999935042,0.000424031189356337
"O88767",0.257018912569299,0.167010513029776,-0.270909590865665,0.325364865396858,0.125788292809708,0.0790715899177189,-0.0296966569811011,-0.11984499860122,-0.0148735397674271,0.076189758486182,-0.0997817181645989,0.0828623204745066
"O88989",0.211687629705986,0.0542326742176663,0.0214045233151863,0.306455526924439,0.246181522287323,-0.0538175008344822,-0.0857618009132333,0.0347786659036591,-0.0694893316756048,-0.0226307729560843,0.0456512563360895,-0.160482361869814
"O89049",-1.03787232362309,0.247903723578208,-1.04587563716486,1.67010674637196,NA,NA,NA,NA,-0.407088220394099,0.366768247569184,-0.378305936074629,0.405059930606928
"P00388",0.238083147693362,-0.0663062581772444,-0.659347757730383,0.343289706991503,NA,NA,NA,NA,0.0355972236307988,0.168240317517624,-0.261432113652689,0.0563580429602986
"P00406",-0.62022191467107,0.377778659641997,0.412713395236764,0.436749893251921,-0.0109936940114896,0.11116478070214,-0.128204579947752,0.0455601895517422,-0.0644397404455612,0.0362459245821649,0.0165014359272393,-0.0234607710463279
"P00507",-0.321330028249398,-0.112072445115683,-0.0793566353082566,0.572595522275021,0.0430116113738883,0.0291520879990032,-0.111691518255024,0.067392275622296,-0.249049936011504,0.21395650159011,-0.0379205052648435,0.191234543048612
"P00564",0.207099033859228,0.199119525253071,0.119473917148332,1.01024823590862,0.253306553897185,-0.0220038588787255,-0.143397042829526,-0.0540202495235026,-0.0417858726690011,-0.0215293569810134,0.0124503971370328,0.0331693151977039
"P01026",0.196636693609197,-0.897537329261572,0.530735751836041,-0.663236014291622,-0.291982781091431,-0.78606995373135,1.110683925959,-0.00693870039453439,0.955911460419724,-1.03337162732414,1.07194183515995,-0.906030312914022
"P01048",NA,NA,NA,NA,-0.874892793412569,-1.04428768165317,1.00901217660541,0.889023845991379,0.482249672031121,-0.771188637396216,0.875617379003716,-0.697620015129689
"P01835",0.470144023384929,-0.324733268414968,-1.46797616236995,1.00456130947079,-0.352557052271222,-0.384153423711451,0.789353589851784,-0.460411359902454,0.205054120901882,0.392279358892729,-0.555164133673813,-0.301198227086214
"P01836",0.267570896906486,-2.53669420443626,3.17744060869643,-1.13301642687396,NA,NA,NA,NA,1.93017349110244,-1.98834429239743,1.85104712329423,-2.61566201372364
"P01946",0.374982169488126,-0.501557390146835,0.575931095205866,-0.0508358218713028,-0.401317314511483,-0.359730260494942,0.954192142708272,-0.240797108256877,1.12348894955586,-0.699526519351284,0.409463557249571,-0.407824584287608
"P02091",-0.302440816972411,-0.966845198350414,-0.389310668017482,1.15948292790321,-0.430794026258245,-0.48456333839951,1.11113339758503,-0.196980387858421,1.11314064360223,-0.897984355830979,0.413591257698958,-0.673978503687151
"P02262",1.34490545669944,-0.573437171328138,-0.783419425862164,1.96683390833779,NA,NA,NA,NA,-0.076098020655766,-0.322639555876214,0.238893499416682,0.0420277652784593
"P02401",-0.557809321212133,0.0882552469822837,0.0210712024869784,0.775804931421058,-0.180536522859701,-0.12033595949422,0.158909911361198,0.0403687376260007,-0.106527165512839,0.118599768592693,-0.0411085715897069,-0.048415192540987
"P02454",1.22877850086304,-0.192943184976085,0.272656175933408,-0.353456979503073,-0.662506662020227,0.0345682467537034,0.797150350134969,-0.24238726271871,0.449041711488187,-0.222953989404298,-0.118615888798784,0.157566217355682
"P02466",0.759240362461587,-0.553422521813615,-0.249707608686699,-0.296242105589659,-0.376528125857689,0.0418156080941915,0.691547791591404,-0.276505160969072,0.392710362171834,-0.193455542845768,-0.0923274911420151,-0.0922548418133236
"P02563",0.250301636027529,0.152608427797699,-0.180577469362849,1.59032277101181,0.280313564165484,-0.242095872934157,-0.0168926561203847,-0.0532920476197685,-0.132455255149431,0.0150261620998747,-0.0659337916901835,0.0863212890101885
"P02564",-0.38870003307791,0.285261882747412,0.385163843567943,0.37244411069545,-0.0918822502685304,0.504849858596087,-0.238294944715787,-0.17147969599839,0.178168643540539,-0.465551281199071,0.420485299303771,-0.0935185222062388
"P02650",0.437635475139361,-0.622340169369462,0.252250415851128,-0.128076531559835,-0.161389026672194,-0.219144179700519,0.572917590497462,-0.136496588599513,0.830430376532022,-0.260327921480958,0.297539080519684,-0.908461492072224
"P02651",NA,NA,NA,NA,-0.230326796680069,-0.232694688759462,0.329340512567084,-0.00787050972264821,0.74070070595026,-0.577514320082973,0.0798960690105562,-0.36312708909542
"P02680",0.366167705768956,0.432499136421416,0.941158536968468,-0.216713381806752,-0.414508317208033,-0.446883366852159,0.812039477503311,0.163747045948436,0.604456023252395,-0.735639253053674,1.06880221038824,-0.861520687610412
"P02767",0.0421368546841856,-0.0796307442807322,0.0166834175904287,-0.318898960248444,-0.377126445009351,-0.060532863646984,0.595284916102772,-0.363823960145213,0.993397985781436,-0.453630351086759,0.0400198052462301,-0.602981311257644
"P02770",0.263997702189034,-0.0302696794885993,0.0199976700539891,0.822098436257431,-0.586483772748686,0.13183032476325,0.527931204576662,-0.11561806428513,0.323059500029081,-0.10419574140901,0.242445269505666,-0.481976396459126
"P03889",NA,NA,NA,NA,0.213038458362199,0.0586618420645442,-0.0885874216063138,-0.201469060370863,0.0209100209562707,0.224602135472839,-0.0420034274446581,-0.296273844349636
"P04041",-0.186129521421631,0.138492615554586,-0.0298497127378349,0.216171771407235,-0.166667935425185,-0.0877183992475912,0.29861108746293,-0.0665552471942004,0.262043194669756,0.0571461348036979,0.0838563928678684,-0.17792290835983
"P04166",-0.430875083849326,-0.133870972923096,0.110749537968646,0.620721621882138,NA,NA,NA,NA,-0.127042308318691,0.309066354610778,-0.0747426119670695,-0.205646354637848
"P04276",-0.199100142231285,0.151786193969978,0.47097877569258,0.0384552684365603,-0.362856535899776,-0.406636675743992,0.816664340097536,-0.0920084649160333,0.710470413980457,-0.440220539466195,0.374802886865795,-0.532745067049711
"P04636",-0.0624536663525434,0.128765203888473,0.0334427083660016,0.827522273235999,0.0962259577612963,0.0461866023471203,-0.200915576486327,0.0252832348422433,-0.128765963292394,0.136344832694231,-0.104543242014318,0.0889335462148803
"P04639",0.338161520437301,-0.00880343383800986,0.161513476532625,-0.23319452980154,-0.568764737546211,0.333804635766362,0.17303494903413,0.0358012350912737,0.758402437691186,0.0375624215770673,0.0151985675676647,-0.635761541596035
"P04642",-0.0357528976235466,-0.00157381886537156,0.00640384650845776,-0.474802527714603,0.00722897617189006,0.141726047305386,-0.0446089688999727,-0.00241204426417235,-0.0428882048350686,0.0361143485385499,-0.0144362368611555,-0.13272973554398
"P04692",0.625000100973943,0.620335351284629,0.239935091866409,0.921963890209553,0.412005120285693,0.00319359243755838,-0.151187274525491,-0.121089513307873,-0.188152325055972,0.0242234131038656,0.115428508112199,0.180923912768662
"P04762",-1.10969123159823,0.249759560022882,-0.555320915581923,0.488460346895851,-0.504115484398499,0.251879643864809,-0.0389690468331955,0.33130089349596,-0.304396261372491,0.655046316354809,-0.306428773349504,-0.0267800021428519
"P04764",-0.371248264537109,0.124830272376736,-0.308967573963456,1.21545115978257,-0.00720384069835595,0.0945892236721737,-0.0934682340205068,0.177370869595607,-0.0500469336015727,0.114034807302525,-0.020978794544689,0.057842752089371
"P04785",0.00217624843403499,0.0468041320086791,-0.773632705759851,0.399537971949378,-0.0437570022294119,0.289556012572345,0.0389237262362766,-0.131043080245356,0.194649431876722,0.176130810720824,-0.115303043448789,-0.235247477550213
"P04797",0.145662381334258,0.0400623312296695,-0.0627145692030898,0.838837161442471,0.111325533399734,0.010924010146936,-0.0820302589966389,-0.0595419598457816,0.00916314730559204,0.0632839556088318,0.0210987971237411,0.0878180956518433
"P04897",NA,NA,NA,NA,-0.0254402837587717,0.251011506065464,0.0358641241852728,-0.269665842273606,0.248515854609538,0.0243118753617907,0.0786233489134037,-0.240914840713616
"P04904",-1.91860556287763,-0.413632736943959,-1.93881253258185,1.05594977523872,-0.623146348795349,0.566853010887517,-0.154675551937121,0.174678583348068,-0.71111526599253,0.601695618040341,-0.703466866023281,0.806598416550438
"P04906",-0.393615736958594,0.0932989476680187,0.138682612491936,0.470004629561262,0.152107676349028,0.0649658195928089,-0.191840300124485,-0.0495605517454962,-0.0620495231631019,-0.0678568887882083,0.0686639258160502,-0.00831603890704358
"P04937",0.699545817661631,-0.668296341434576,0.503499550805032,-0.462738149336412,-0.0918077796187942,-0.499428142279247,0.673900933229211,-0.126828220551862,0.790662689311093,-0.44060832944773,0.581820941651249,-0.57343553748731
"P05065",0.046120622968188,0.316469634032405,0.0959118791707865,0.62319474076827,-0.0217837903159638,0.12379840250005,-0.0581097393278036,-0.0207964448886053,-0.143426469642388,0.115794113086316,0.0167203717550973,0.0462355349151155
"P05197",-0.308383124058675,0.191803707131004,-0.112453597842733,0.242242730437188,-0.0324078871559229,0.105246703437413,0.0310727017347829,-0.142005579032444,0.0789680813449014,0.154513915891999,-0.0651503374283905,-0.172219615530133
"P05503",NA,NA,NA,NA,-0.380332247108611,0.255762831046562,0.191648377405281,-0.0585714185471473,-0.379560673409738,0.255842489966134,0.0426150994448899,0.032167457947604
"P05508",0.33131264461478,0.236572621239201,0.450447719155012,-0.637857184151812,0.317333924107572,-0.179991314308388,-0.144769387682305,-0.0686990077113743,0.0919004745453546,0.189377918551311,-0.0487089039952449,-0.217633700529398
"P05544",0.304933956537484,-0.321280017191565,0.281035099955729,-0.53552719315066,0.0150083958548535,-0.147654971988264,0.803595507963225,-0.463057133520309,0.870230351467359,-0.406957799115382,0.100072141740719,-0.466733257246454
"P05545",0.00221462946183237,-0.158765376656974,0.261099745547394,-0.620597484601003,-0.10862156936397,-0.118357999682898,0.6529467011279,-0.379959928695587,0.743897372645681,-0.521206404294883,0.199972953949964,-0.442735725954351
"P05708",-0.0930317949921151,-0.0525293354945196,-0.395048085620309,0.380601284736503,0.0704942875661951,-0.020384657295055,-0.125923901796468,-0.0419302494586372,0.236363518229859,0.0145142030681653,-0.288160572340418,-0.117790443919958
"P05765",NA,NA,NA,NA,-0.20569395839939,0.0914609646683413,0.127935256921771,-0.0611141751715341,-0.0237685926464373,0.0917012500047303,0.0174177147865215,-0.0759955693492351
"P05964",NA,NA,NA,NA,-0.243707757667961,-0.100919905344623,0.252658039327716,0.0793210291394413,0.310295165301116,-0.128052027144508,-0.171861952019657,-0.100678516458099
"P06399",0.0443365392993841,0.0503006711981468,0.58917204399693,-0.251861792206463,-0.643374624861096,-0.416142763986693,0.974081175869972,0.297448254859604,0.661587679919583,-0.775464847214423,1.03053235866861,-0.894357800785474
"P06685",-0.0101081301460129,-0.0565572146868607,-0.098135285508148,0.255933482469456,0.218950484429235,-0.0236887219843447,-0.0486663735986377,-0.0228406297084711,0.0364003432303715,0.0788982723164536,0.00831208869452536,-0.152129884385007
"P06761",-0.513604060804686,0.312733185563255,-0.0444238928217235,0.656510639783328,0.0480688350142076,0.0227930185937605,0.0344419235404967,-0.141159684165634,-0.0310930996633904,-0.0177117300059723,0.0782165361814522,-0.179442987383235
"P06866",0.478446053605092,-0.456070296861316,0.671199772725869,-0.58454862718557,-0.441897079829593,-0.668481835994641,0.918693184858555,0.226773405421346,0.720953733450862,-0.547519465562854,0.947756262506767,-1.07415306284626
"P07150",0.31310296079273,-0.292104700824869,-0.499122717417661,0.369486951405371,-0.314900196582998,-0.0107604003114906,0.656789069190515,-0.191000052547696,0.547998147726069,-0.189214031845313,-0.0961491242823378,-0.354836476485598
"P07335",0.235209772917761,-0.461751128184797,-0.419473893153973,-0.328315138480901,-0.0183559044252952,0.104158719266342,0.00632207067992787,-0.148808968144368,0.125657117276203,-0.429409368253857,0.197901639957424,0.00271603446745089
"P07340",0.52149572143648,0.133662614368142,0.368307344226263,-0.534194139239151,0.233234091323304,-0.134996404066817,-0.0284074213130188,-0.113616427917098,0.120518064575139,-0.00766375344655534,0.032293803536775,-0.152613134448384
"P07483",-0.292084348908748,0.403456838834618,0.0170479932768014,1.71347070377631,-0.0596435881249072,0.0834592070111589,-0.129264053641118,0.150271390966711,-0.37333498603507,0.194329323785557,-0.136918011381069,0.269636636241384
"P07632",0.300926962030927,0.142772433801365,0.157708681829632,-0.429035041886315,0.194868420927354,0.122924611010964,-0.234355095959545,-0.170560165115764,0.0139977071769223,0.0968709997390809,0.0364688152169266,-0.196793472109862
"P07633",-0.533312751590787,-0.261905319060798,-0.128028932369664,0.213312649211472,0.314958511406414,-0.083889751732053,-0.149540490817428,0.0164915426819944,0.0313693946315255,-0.0354235560277304,0.0449178623440436,-0.0623188335902103
"P07871",NA,NA,NA,NA,-0.550407698596877,0.235563738679731,0.13628122062539,0.384134380463283,-0.151379765293836,0.592242699819113,-0.395164498113047,0.0687410699180582
"P07872",-1.36862076710355,0.173840161399364,-0.0877750738721016,1.64546647284536,-0.291087431925033,-0.0339805390825099,0.283436227169821,0.388775623062865,-1.07606462538452,0.242812876037249,-0.476224090722,0.971877256014343
"P07895",0.251777895456177,-0.0970053484490189,-0.477873791090986,0.130852879166908,0.119370123051444,0.0731940765258077,-0.142379771523944,0.092457925756958,-0.403855359998465,0.0527069938550495,-0.23646698566926,0.123795528469683
"P07943",-0.439204435747896,-0.101459431164065,-0.252362520607628,0.120936802096671,0.0982776231420577,0.00599050901899447,-0.0603655489592047,-0.0577213685432378,0.142692791841271,0.00330308600282309,-0.144516742158099,0.00188192367043144
"P08010",0.97566572597541,-0.616140686752885,0.0668437905775245,-0.136228464660505,0.856788773323064,-0.448826891917757,-0.210047639811818,-0.176772712313807,0.520827359799789,-0.554467726272104,0.63312356575758,-0.494242398591097
"P08050",-0.170461700843356,0.642222542046219,-0.121471188488528,0.260543965155754,-0.192674909811578,0.11865378959542,-0.178932429207157,0.16035043522965,-0.289908606195463,0.37808058247181,-0.00281344902337762,-0.153913856721965
"P08461",-0.0330184016132821,0.0120738499324194,-0.242534988727113,-0.157124995689117,0.0333455240635175,0.0759465009685087,-0.267115896523613,-0.077798979138192,-0.206912792507863,0.280221638984385,-0.121290409776151,0.0423198096512587
"P08503",-0.247490321556642,0.0984476900406519,-0.398151749841192,0.432404690019115,-0.10100174386989,0.108931079623806,-0.129507175654209,0.163388532912303,-0.316151879911842,0.319406224026505,-0.107421543964477,0.200025411833204
"P08649",0.435247045457624,-0.620041514759424,0.694336374035148,-0.250446175616351,-0.510808769696332,-0.198328257390051,0.271712739076353,0.0903097451564987,0.404522669953887,-0.457294041863491,0.554502229308871,-0.858741713187013
"P08733",0.166056223416219,0.18979886432616,-0.253902266090294,1.04157874990522,0.440960332420389,-0.0835582030255397,-0.12049557490861,-0.0915511709719433,-0.325962684274339,0.178348745575644,0.0447682420218883,0.110661138415385
"P09006",0.177665757581885,0.0862531307215765,0.173041826948936,0.135761109301508,-0.435011759420467,-0.224812566753331,0.484327405721641,0.194375098430975,0.560450277316719,0.129205616977112,0.297450678693173,-0.413907849017197
"P09456",-0.596238139309601,0.215616614769032,0.177059235074074,0.0624542252867228,0.152627818137378,-0.055414149709989,0.0999040043365794,-0.101086099360612,-0.0189923048061108,0.0609217236199489,0.0257955271497886,-0.0117065227293958
"P09605",-0.304905997183501,-0.55428739937903,-0.0676884747723987,1.04213668188691,0.216740208022497,-0.177948331769557,-0.0604593300707457,0.158421246194098,-0.178091661503567,-0.151467774412144,0.0308242823446126,0.294189966851152
"P09650",NA,NA,NA,NA,-0.624840958654819,-0.175946967168348,0.748694224378185,0.040938848136852,0.680966220008369,-0.429416495569218,-0.335886243740974,0.0544775767954104
"P09812",-0.13646395626443,0.039823561642559,0.0307025395480648,-0.234679600619488,0.151585602518801,-0.0301676768399076,-0.0452978285157915,-0.145480724892882,0.0406011017145198,0.129977290198038,-0.0516500257122218,-0.171167142676531
"P0C1X8",NA,NA,NA,NA,-0.0036360572412808,0.207655089344639,-0.0823831703579976,-0.133951730077959,0.214655348827713,-0.131311972379955,0.0628490101294264,0.0325282960277691
"P0C219",-0.404865774219012,0.279980397673171,0.00305911213845178,0.303595462570344,0.028603200930728,0.220837591723423,-0.0364764151510037,-0.149807861164778,-0.0761255728689895,0.091198489805483,-0.0435467742801805,-0.0530923513993677
"P0C2X9",-0.287509441544813,0.246373653034778,0.208233214830695,-0.0357893787451058,-0.0600479387865301,0.277901925154483,-0.115758488190326,-0.0333079746482986,0.0999332872554932,-0.142513809931773,-0.228163477572934,0.222110788699583
"P0C546",NA,NA,NA,NA,0.0402997311138389,0.321044010814163,0.0073691754028804,-0.0194988454236521,0.00960627880450904,0.179267703872562,-0.140624928072377,-0.10348794977963
"P0CG51",-0.345189075518858,0.156015328399457,0.0913844386833493,0.500760634932598,NA,NA,NA,NA,0.040928100366841,-0.0208753448150723,0.124148119262509,-0.147810639220412
"P10111",-0.343122655317323,0.109301467674288,-0.0176755477539792,0.342912223550582,-0.196089530705122,0.129584961862829,0.130937073649732,-0.063278591265703,0.127203655680998,-0.0732928549125748,0.100411279463383,-0.341388190584521
"P10536",-0.631872990027182,-0.0708669533044097,-0.0874608925918579,0.564058020177808,0.26493262956417,0.157006127447839,-0.0485038281483317,-0.274828030566963,0.0519528498187958,0.00340220087358212,0.101192050436536,0.032007971741157
"P10719",-0.490065113031116,-0.26402462973379,-0.492715921128377,0.101258998153199,-0.0793183433771954,0.0400784953306398,-0.23859311314134,0.211799043941125,-0.248337492195801,0.223634513107889,-0.136682653360853,0.181766957932041
"P10760",NA,NA,NA,NA,0.0415787119232505,0.120000218348091,0.0727473958183413,-0.10583379872852,0.191223517614034,0.22381553633288,-0.285689824657421,-0.145751171229007
"P10860",-0.0694384614727376,0.542938979704605,0.25496738581906,0.387591710553044,-0.123418152334484,0.0694376769582053,-0.113709510892692,0.0549318675631018,-0.323291638180872,0.207415798759147,-0.110142682087491,0.252664660956693
"P10888",-0.223307529387408,-0.0894261506329959,-0.153774160272444,0.268556430892726,-0.0279908096643187,0.00122816695679771,-0.168860912321009,0.129732192433438,-0.439792061071826,-0.17196219080424,-0.430248958374403,0.10197136142186
"P10959",NA,NA,NA,NA,0.170551855923828,-0.87820245166611,0.572836524589172,0.107321451638387,0.637406628242843,-0.908616232467649,0.654424656628728,-0.273635728156227
"P11030",-0.405668500261751,0.353438157784536,-0.553394427075939,1.9225669233264,-0.275643737128309,-0.140879344922139,-0.0308303312086746,0.271179836795164,-0.388697624017542,0.509936726010695,-0.192037722016051,0.125869260519192
"P11232",-0.515822286477938,0.270145993647738,-0.338966192098439,0.691475760335374,-0.103784771374366,0.196436082550267,-0.072730616746109,0.0520868845278268,-0.300920915151953,0.387778601086339,-0.0453483682473395,-0.0120417088950924
"P11240",-1.26585657577548,-0.254975920134883,-0.667176027792678,0.832084153138972,-0.277952998096981,-0.181451579646949,-0.0355232064525881,0.430535061355107,-0.345544009972194,-0.04072896984476,-0.129661823707891,0.286344196390835
"P11250",-0.299095468580247,-0.0071803933324035,-0.0673207927332524,0.359530216090278,0.0248892009718782,-0.00437157357367202,0.0983563437282108,-0.177183350071209,0.203010684640774,-0.050353352099028,-0.0810051560394212,-0.0244490874657655
"P11442",-0.520659473206045,0.154703029763211,-0.388548167314045,0.709964904655495,-0.226638379737324,-0.000930605021831917,0.0174546549596904,-0.13461287154859,0.127506321954236,-0.0189940659945532,0.115618446127072,-0.0523371071927902
"P11507",0.167897809222374,0.239367985162307,0.21276456445052,0.256908851934225,0.0954117929259353,-0.0397802635174267,-0.0352908426369712,-0.0295905714679671,0.145607036543561,0.113087950552183,0.13256742116373,-0.0656210782410008
"P11517",0.126612783834462,-0.974132089302305,0.406942370338557,0.336305816668166,-0.585739050916952,-0.655398775700987,1.21123108259669,0.124511692463464,1.38263438818677,-0.857518956077949,0.317402451888476,-0.615721783184825
